"source","qmd","url","title","subtitle","date","excerpt","image","publication_state","permalink","category","tags","archived_rmd","hidden_chunks"
"archive/generated-markdown/2013-06-27-decluttering-ordination-plots-in-vegan-part-3-ordipointlabel.md","2013/06/27/decluttering-ordination-plots-in-vegan-part-3-ordipointlabel/index.qmd","/2013/06/27/decluttering-ordination-plots-in-vegan-part-3-ordipointlabel/","Decluttering ordination plots part 3: ordipointlabel()","","","","","publish;TRUE","/2013/06/27/decluttering-ordination-plots-in-vegan-part-3-ordipointlabel/","R","Graphics|Ordination|PCA|R|vegan|Simulated annealing|Optimization",FALSE,0
"archive/generated-markdown/2013-07-16-flickering-diatoms.md","2013/07/16/flickering-diatoms/index.qmd","/2013/07/16/flickering-diatoms/","Flickering diatoms?","","","","","publish;TRUE","/2013/07/16/flickering-diatoms/","science","Critical transitions|Early warning indicators|Time series|R",FALSE,0
"archive/generated-markdown/2013-08-27-open-data-and-ecology.md","2013/08/27/open-data-and-ecology/index.qmd","/2013/08/27/open-data-and-ecology/","Open data and Ecology","","","","","publish;TRUE","/2013/08/27/open-data-and-ecology/","science","Open data|Open science|Ecology",FALSE,0
"archive/generated-markdown/2013-09-09-preparing-figures-for-plos-one-with-r.md","2013/09/09/preparing-figures-for-plos-one-with-r/index.qmd","/2013/09/09/preparing-figures-for-plos-one-with-r/","Using Arial in R figures destined for PLOS ONE","","","","","publish;TRUE","/2013/09/09/preparing-figures-for-plos-one-with-r/","R","Plotting|R|Graphics|Publications|Journals",FALSE,0
"archive/generated-markdown/2013-10-23-time-series-plots-with-lattice-and-ggplot.md","2013/10/23/time-series-plots-with-lattice-and-ggplot/index.qmd","/2013/10/23/time-series-plots-with-lattice-and-ggplot/","Time series plots in R","with lattice & ggplot","","","","publish;TRUE","/2013/10/23/time-series-plots-with-lattice-and-ggplot/","R","Plotting|R|Graphics|Time series|lattice|ggplot2",FALSE,0
"archive/generated-markdown/2013-12-10-tri-council-oa-policy-consultation-response.md","2013/12/10/tri-council-oa-policy-consultation-response/index.qmd","/2013/12/10/tri-council-oa-policy-consultation-response/","Draft Tri-Agency Open Access policy","my response","","","","publish;TRUE","/2013/12/10/tri-council-oa-policy-consultation-response/","science","Open access|Open data|NSERC|CIHR|SSHRC",FALSE,0
"archive/generated-markdown/2013-12-14-analogue-0.12-0-released.md","2013/12/14/analogue-0.12-0-released/index.qmd","/2013/12/14/analogue-0.12-0-released/","New version of analogue on CRAN","version 0.12-0","","","","publish;TRUE","/2013/12/14/analogue-0.12-0-released/","R","analogue|R|package|principal curves|logistic regression|pcr|timetrack",FALSE,0
"archive/generated-markdown/2013-12-17-permute-0.8-0-released.md","2013/12/17/permute-0.8-0-released/index.qmd","/2013/12/17/permute-0.8-0-released/","New version of permute on CRAN","version 0.8-0","","","","publish;TRUE","/2013/12/17/permute-0.8-0-released/","R","permute|R|package|permutations|restricted permutation|cyclic shifts|toroidal shifts|time series|spatial grids|BACI designs|Split-plot designs",FALSE,0
"archive/generated-markdown/2013-12-28-pcurve-1.md","2013/12/28/pcurve-1/index.qmd","/2013/12/28/pcurve-1/","Summarising multivariate palaeoenvironmental data","part 1","","","","publish;TRUE","/2013/12/28/pcurve-1/","R","Palaeoecology|Ordination|Principal curves|R|analogue",FALSE,0
"archive/generated-markdown/2013-12-31-decluttering-ordination-in-vegan-part-4-orditkplot.md","2013/12/31/decluttering-ordination-in-vegan-part-4-orditkplot/index.qmd","/2013/12/31/decluttering-ordination-in-vegan-part-4-orditkplot/","Decluttering ordination plots part 4: orditkplot()","","","","","publish;TRUE","/2013/12/31/decluttering-ordination-in-vegan-part-4-orditkplot/","R","Graphics|Ordination|PCA|R|vegan|Interactive|Plots",FALSE,0
"archive/generated-markdown/2014-01-09-pcurve-part-2.md","2014/01/09/pcurve-part-2/index.qmd","/2014/01/09/pcurve-part-2/","Summarising multivariate palaeoenvironmental data","part 2","","","","publish;TRUE","/2014/01/09/pcurve-part-2/","R","Palaeoecology|Ordination|Principal curves|R|analogue",FALSE,0
"archive/generated-markdown/2014-03-25-file-synchronisation-with-unison.md","2014/03/25/file-synchronisation-with-unison/index.qmd","/2014/03/25/file-synchronisation-with-unison/","File synchronisation with Unison","","","","","publish;TRUE","/2014/03/25/file-synchronisation-with-unison/","Computing","Sync|Backup|Files",FALSE,0
"archive/generated-markdown/2014-05-09-modelling-seasonal-data-with-gam.md","2014/05/09/modelling-seasonal-data-with-gam/index.qmd","/2014/05/09/modelling-seasonal-data-with-gam/","Modelling seasonal data with GAMs","","","","","publish;TRUE","/2014/05/09/modelling-seasonal-data-with-gam/","R","GAM|Time series|modelling|Central England Temperature",TRUE,23
"archive/generated-markdown/2014-05-15-identifying-periods-of-change-with-gams.md","2014/05/15/identifying-periods-of-change-with-gams/index.qmd","/2014/05/15/identifying-periods-of-change-with-gams/","Identifying periods of change in time series with GAMs","","","","","publish;TRUE","/2014/05/15/identifying-periods-of-change-with-gams/","R","GAM|Time series|modelling|Central England Temperature",TRUE,11
"archive/generated-markdown/2014-06-16-simultaneous-confidence-intervals-for-derivatives.md","2014/06/16/simultaneous-confidence-intervals-for-derivatives/index.qmd","/2014/06/16/simultaneous-confidence-intervals-for-derivatives/","Confidence intervals for derivatives of splines in GAMs","","","","","publish;TRUE","/2014/06/16/simultaneous-confidence-intervals-for-derivatives/","R","GAM|Time series|Modelling|Central England Temperature|Confidence interval|Posterior simulation",TRUE,22
"archive/generated-markdown/2014-07-31-simulating-species-abundance-data-with-the-coenocliner-package.md","2014/07/31/simulating-species-abundance-data-with-the-coenocliner-package/index.qmd","/2014/07/31/simulating-species-abundance-data-with-the-coenocliner-package/","Simulating species abundance data with coenocliner","","","","","publish;TRUE","/2014/07/31/simulating-species-abundance-data-with-the-coenocliner-package/","R","coenocliner",TRUE,26
"archive/generated-markdown/2014-10-14-analogue-0.14-0-now-available-on-CRAN.md","2014/10/14/analogue-0.14-0-now-available-on-CRAN/index.qmd","/2014/10/14/analogue-0.14-0-now-available-on-CRAN/","analogue 0.14-0 released","","","","","publish;TRUE","/2014/10/14/analogue-0.14-0-now-available-on-CRAN/","R","Palaeoecology|Principal curves|R|analogue",FALSE,0
"archive/generated-markdown/2014-11-03-randomized-complete-block-designs-and-vegan.md","2014/11/03/randomized-complete-block-designs-and-vegan/index.qmd","/2014/11/03/randomized-complete-block-designs-and-vegan/","Analysing a randomised complete block design with vegan","","","","","publish;TRUE","/2014/11/03/randomized-complete-block-designs-and-vegan/","R","vegan|permute|permutations",TRUE,15
"archive/generated-markdown/2015-01-14-harvesting-canadian-climate-data.md","2015/01/14/harvesting-canadian-climate-data/index.qmd","/2015/01/14/harvesting-canadian-climate-data/","Harvesting Canadian climate data","","","","","publish;TRUE","/2015/01/14/harvesting-canadian-climate-data/","R","API|data|climate|download|opendata",TRUE,10
"archive/generated-markdown/2015-03-31-at-the-frontiers-of-palaeoecology.md","2015/03/31/at-the-frontiers-of-palaeoecology/index.qmd","/2015/03/31/at-the-frontiers-of-palaeoecology/","At the frontiers of palaeoecology","","","","","publish;TRUE","/2015/03/31/at-the-frontiers-of-palaeoecology/","science","Palaeoecology|Presentations|R|Time series",FALSE,0
"archive/generated-markdown/2015-04-16-drawing-rarefaction-curves-with-custom-colours.md","2015/04/16/drawing-rarefaction-curves-with-custom-colours/index.qmd","/2015/04/16/drawing-rarefaction-curves-with-custom-colours/","Drawing rarefaction curves with custom colours","","","","","publish;TRUE","/2015/04/16/drawing-rarefaction-curves-with-custom-colours/","R","vegan|rarefaction|plots",TRUE,8
"archive/generated-markdown/2015-06-02-something-rotten.md","2015/06/02/something-rotten/index.qmd","/2015/06/02/something-rotten/","Something is rotten in the state of Denmark","","","","","publish;TRUE","/2015/06/02/something-rotten/","R","R|CRAN|packages",FALSE,0
"archive/generated-markdown/2015-06-03-my-aversion-to-pipes.md","2015/06/03/my-aversion-to-pipes/index.qmd","/2015/06/03/my-aversion-to-pipes/","My aversion to pipes","","","","","publish;TRUE","/2015/06/03/my-aversion-to-pipes/","R","R|pipes|packages|debugging",TRUE,5
"archive/generated-markdown/2015-07-10-tri-agency-open-access-policy.md","2015/07/10/tri-agency-open-access-policy/index.qmd","/2015/07/10/tri-agency-open-access-policy/","The new Tri-agency open access policy","","","","","publish;TRUE","/2015/07/10/tri-agency-open-access-policy/","science","Open Access|NSERC|Open Science",FALSE,0
"archive/generated-markdown/2015-08-11-notes-from-esa-council-on-wiley-deal.md","2015/08/11/notes-from-esa-council-on-wiley-deal/index.qmd","/2015/08/11/notes-from-esa-council-on-wiley-deal/","ESA's publishing deal with Wiley","Notes from ESA Council","","","","publish;TRUE","/2015/08/11/notes-from-esa-council-on-wiley-deal/","science","Open Access|ESA|Publishing|Journals",FALSE,0
"archive/generated-markdown/2015-10-08-user-friendly-scaling.md","2015/10/08/user-friendly-scaling/index.qmd","/2015/10/08/user-friendly-scaling/","User-friendly scaling","","","","","publish;TRUE","/2015/10/08/user-friendly-scaling/","R","vegan|biplot|scaling",TRUE,2
"archive/generated-markdown/2015-11-21-climate-change-and-spline-interactions.md","2015/11/21/climate-change-and-spline-interactions/index.qmd","/2015/11/21/climate-change-and-spline-interactions/","Climate change and spline interactions","","","","","publish;TRUE","/2015/11/21/climate-change-and-spline-interactions/","R","GAM|Time series|Central England Temperature|Splines|Interactions",TRUE,21
"archive/generated-markdown/2015-11-23-are-some-seasons-warming-more-than-others.md","2015/11/23/are-some-seasons-warming-more-than-others/index.qmd","/2015/11/23/are-some-seasons-warming-more-than-others/","Are some seasons warming more than others?","","","","","publish;TRUE","/2015/11/23/are-some-seasons-warming-more-than-others/","R","GAM|Time series|Central England Temperature|Splines|Interactions",TRUE,9
"archive/generated-markdown/2015-12-14-agu-2015-poster.md","2015/12/14/agu-2015-poster/index.qmd","/2015/12/14/agu-2015-poster/","AGU Fall Meeting 2015","","","","","publish;TRUE","/2015/12/14/agu-2015-poster/","science","Palaeoecology|Thresholds|R|Time series|Additive models|Wavelets",FALSE,0
"archive/generated-markdown/2015-12-16-agu-transfer-functions.md","2015/12/16/agu-transfer-functions/index.qmd","/2015/12/16/agu-transfer-functions/","Better use of transfer functions?","","","","","publish;TRUE","/2015/12/16/agu-transfer-functions/","science","Palaeoecology|Transfer functions|Chironomids|Palaeolimnology|Arctic|Lakes|AGU",FALSE,0
"archive/generated-markdown/2016-03-25-additive-modeling-global-temperature-series-revisited.md","2016/03/25/additive-modeling-global-temperature-series-revisited/index.qmd","/2016/03/25/additive-modeling-global-temperature-series-revisited/","Additive modelling global temperature time series: revisited","","","","","publish;TRUE","/2016/03/25/additive-modeling-global-temperature-series-revisited/","R","GAM|Time series|HadCRUT|Splines|Global temperatures|Climate change",TRUE,16
"archive/generated-markdown/2016-03-27-soap-film-smoothers.md","2016/03/27/soap-film-smoothers/index.qmd","/2016/03/27/soap-film-smoothers/","Soap-film smoothers & lake bathymetries","","","","","publish;TRUE","/2016/03/27/soap-film-smoothers/","R","GAM|Soap-film|Smoother|Spline|Spatial|Finite area Smoothing|Lake|Bathymetry",TRUE,14
"archive/generated-markdown/2016-04-10-loess-revisited.md","2016/04/10/loess-revisited/index.qmd","/2016/04/10/loess-revisited/","LOESS revisited","","","","","publish;TRUE","/2016/04/10/loess-revisited/","Science","GAM|Smoother|Autocorrelation|Cross-validation|GCV|LOESS|Overfitting|Palaeoecology|Palaeolimnology|Science|Time series",FALSE,0
"archive/generated-markdown/2016-04-17-new-plot-default-for-betadisper.md","2016/04/17/new-plot-default-for-betadisper/index.qmd","/2016/04/17/new-plot-default-for-betadisper/","A new default plot for multivariate dispersions","tribulations of base graphics programming","","","","publish;TRUE","/2016/04/17/new-plot-default-for-betadisper/","R","Base graphics|Plot|R|Package|Vegan",TRUE,5
"archive/generated-markdown/2016-05-24-harvesting-more-canadian-climate-data.md","2016/05/24/harvesting-more-canadian-climate-data/index.qmd","/2016/05/24/harvesting-more-canadian-climate-data/","Harvesting more Canadian climate data","","","","","publish;TRUE","/2016/05/24/harvesting-more-canadian-climate-data/","R","API|data|climate|download|opendata",TRUE,10
"archive/generated-markdown/2016-06-07-rootograms.md","2016/06/07/rootograms/index.qmd","/2016/06/07/rootograms/","Rootograms","a new way to assess count models","","","","publish;TRUE","/2016/06/07/rootograms/","R","counts|Poisson|negative binomial|rootogram|model evaluation|GLM|Coenoecliner|models|ggplot",TRUE,15
"archive/generated-markdown/2016-07-02-isec-2016-talk.md","2016/07/02/isec-2016-talk/index.qmd","/2016/07/02/isec-2016-talk/","ISEC 2016 Talk","","","","","publish;TRUE","/2016/07/02/isec-2016-talk/","science","Palaeoecology|Thresholds|R|Time series|Additive models|Location|Scale|GAMLSS",FALSE,0
"archive/generated-markdown/2016-12-15-simultaneous-interval-revisited.md","2016/12/15/simultaneous-interval-revisited/index.qmd","/2016/12/15/simultaneous-interval-revisited/","Simultaneous intervals for smooths revisited","correcting a silly mistake","","","","publish;TRUE","/2016/12/15/simultaneous-interval-revisited/","R","GAM|models|simultaneous intervals|splines|smoothers|Bayesian|confidence intervals",TRUE,20
"archive/generated-markdown/2016-12-16-pangaea-r-open-palaeo-data.md","2016/12/16/pangaea-r-open-palaeo-data/index.qmd","/2016/12/16/pangaea-r-open-palaeo-data/","Pangaea and R and open palaeo data","(also GAM all the things!)","","","","publish;TRUE","/2016/12/16/pangaea-r-open-palaeo-data/","R","Pangaea|pangaear|R packages|GAM|models|splines|smoothers|open data|palaeo",TRUE,12
"archive/generated-markdown/2017-01-25-modelling-extremes-with-gams.md","2017/01/25/modelling-extremes-with-gams/index.qmd","/2017/01/25/modelling-extremes-with-gams/","Modelling extremes using generalized additive models","","","","","publish;TRUE","/2017/01/25/modelling-extremes-with-gams/","R","mgcv|GAM|models|splines|smoothers|extremes|GEV|extreme values|statistical modelling",TRUE,13
"archive/generated-markdown/2017-03-21-simultaneous-intervals-for-derivatives-of-smooths.md","2017/03/21/simultaneous-intervals-for-derivatives-of-smooths/index.qmd","/2017/03/21/simultaneous-intervals-for-derivatives-of-smooths/","Simultaneous intervals for derivatives of smooths revisited","","","","","publish;TRUE","/2017/03/21/simultaneous-intervals-for-derivatives-of-smooths/","R","GAM|models|smooths|derivatives|simultaneous interval|confidence interval|statistical modelling",TRUE,18
"archive/generated-markdown/2017-05-01-glm-prediction-intervals-i.md","2017/05/01/glm-prediction-intervals-i/index.qmd","/2017/05/01/glm-prediction-intervals-i/","Prediction intervals for GLMs part I","Binomial GLMs","2017-05-01 14:45:00","","","publish;TRUE","/2017/05/01/glm-prediction-intervals-i/","R","GLM|models|prediction interval|statistical modelling|logistic regression",TRUE,13
"archive/generated-markdown/2017-05-01-glm-prediction-intervals-ii.md","2017/05/01/glm-prediction-intervals-ii/index.qmd","/2017/05/01/glm-prediction-intervals-ii/","Prediction intervals for GLMs part II","Poisson GLMs","2017-05-01 15:00:00","","","publish;TRUE","/2017/05/01/glm-prediction-intervals-ii/","R","GLM|models|prediction interval|statistical modelling|Poisson|offset|counts|GAM",TRUE,14
"archive/generated-markdown/2017-05-04-compare-mgcv-with-glmmTMB.md","2017/05/04/compare-mgcv-with-glmmTMB/index.qmd","/2017/05/04/compare-mgcv-with-glmmTMB/","Fitting count and zero-inflated count GLMMs with mgcv","","2017-05-04 13:45","","","publish;TRUE","/2017/05/04/compare-mgcv-with-glmmTMB/","R","GLMM|mgcv|glmmTMB|GAM|splines|random effects|counts|negative binomial|zero inflation",TRUE,20
"archive/generated-markdown/2017-10-10-difference-splines-i.md","2017/10/11/difference-splines-i/index.qmd","/2017/10/11/difference-splines-i/","Comparing smooths in factor-smooth interactions I","by-variable smooths","2017-10-10 22:00:00","","","publish;TRUE","/2017/10/11/difference-splines-i/","R","GAM|smooths|factor-smooth interactions|mgcv|difference smooths",TRUE,16
"archive/generated-markdown/2017-10-19-first-steps-with-mrf-smooths.md","2017/10/19/first-steps-with-mrf-smooths/index.qmd","/2017/10/19/first-steps-with-mrf-smooths/","First steps with MRF smooths","","2017-10-19 18:00:00","","","publish;TRUE","/2017/10/19/first-steps-with-mrf-smooths/","R","MRF|Gaussian Markov random field|mgcv|GAM|smooth|R",TRUE,21
"archive/generated-markdown/2017-12-14-difference-splines-ii.md","2017/12/14/difference-splines-ii/index.qmd","/2017/12/14/difference-splines-ii/","Comparing smooths in factor-smooth interactions II","ordered factors","2017-12-14 16:00:00","","","publish;TRUE","/2017/12/14/difference-splines-ii/","R","GAM|smooths|factor-smooth interactions|mgcv|difference smooths",TRUE,9
"archive/generated-markdown/2018-04-21-fitting-gams-with-brms.md","2018/04/21/fitting-gams-with-brms/index.qmd","/2018/04/21/fitting-gams-with-brms/","Fitting GAMs with brms: part 1","a simple GAM","2018-04-21 10:00:00","","","publish;TRUE","/2018/04/21/fitting-gams-with-brms/","R","GAM|brms|bayesian",TRUE,14
"archive/generated-markdown/2018-10-15-summer-hiatus.md","2018/10/15/summer-hiatus/index.qmd","/2018/10/15/summer-hiatus/","Summer hiatus","","2018-10-15 13:00:00","<!--more-->","","publish;TRUE","/2018/10/15/summer-hiatus/","science","work",FALSE,0
"archive/generated-markdown/2018-10-15-wiik-jgr-co2-paper.md","2018/10/15/wiik-jgr-co2-paper/index.qmd","/2018/10/15/wiik-jgr-co2-paper/","Controls on subannual variation in pCO<sub>2</sub> in productive hardwater lakes","","2018-10-15 17:00:00","","","publish;TRUE","/2018/10/15/wiik-jgr-co2-paper/","science","papers|pCO2|CO2|GAM|lakes|climate|hardwater|timeseries|DIC|pH",FALSE,0
"archive/generated-markdown/2018-10-23-introducing-gratia.md","2018/10/23/introducing-gratia/index.qmd","/2018/10/23/introducing-gratia/","Introducing gratia","","2018-10-23 12:00:00","<!--more-->","","publish;TRUE","/2018/10/23/introducing-gratia/","R","gratia|R|GAM|GLM|package|ggplot2|tidyverse|smooths",TRUE,12
"archive/generated-markdown/2018-12-10-confidence-intervals-for-glms.md","2018/12/10/confidence-intervals-for-glms/index.qmd","/2018/12/10/confidence-intervals-for-glms/","Confidence intervals for GLMs","","2018-12-10 14:00:00","","","publish;TRUE","/2018/12/10/confidence-intervals-for-glms/","R","confidence interval|GLM|GAM|uncertainty|model|R",TRUE,13
"archive/generated-markdown/2018-12-20-what-is-wrong-with-software-paper-preprints-at-eartharxiv.md","2018/12/20/what-is-wrong-with-software-paper-preprints-at-eartharxiv/index.qmd","/2018/12/20/what-is-wrong-with-software-paper-preprints-at-eartharxiv/","What's wrong with software paper preprints on EarthArXiv?","","","","","publish;TRUE","/2018/12/20/what-is-wrong-with-software-paper-preprints-at-eartharxiv/","science","Preprints|Software|Open Science|Open Source|Science|Rants",FALSE,0
"archive/generated-markdown/2019-01-22-using-tibbles-and-example-checking.md","2019/01/22/using-tibbles-and-example-checking/index.qmd","/2019/01/22/using-tibbles-and-example-checking/","Tibbles, checking examples, & character encodings","","2019-01-22 13:00:00","","","publish;TRUE","/2019/01/22/using-tibbles-and-example-checking/","R","tibble|check|testing|package|developer",TRUE,7
"archive/generated-markdown/2019-06-18-radian-console-for-r.md","2019/06/18/radian-console-for-r/index.qmd","/2019/06/18/radian-console-for-r/","radian: a modern console for R","","","","","publish;TRUE","/2019/06/18/radian-console-for-r/","R","R|Software|Editor|Code|Shell|radian",FALSE,0
"archive/generated-markdown/2019-10-25-pivoting-tidily.md","2019/10/25/pivoting-tidily/index.qmd","/2019/10/25/pivoting-tidily/","Pivoting tidily","","2019-10-25","","","publish;TRUE","/2019/10/25/pivoting-tidily/","R","data|data processing|data wrangling|pivot tables|import|tidyr|tidyverse|pivoting",TRUE,9
"archive/generated-markdown/2020-02-26-what-three-years-evaluating-discovery-grants-taught-me.md","2020/02/26/what-three-years-evaluating-discovery-grants-taught-me/index.qmd","/2020/02/26/what-three-years-evaluating-discovery-grants-taught-me/","What evaluating Discovery Grants for the last three years has taught me","","2020-02-26","","","publish;TRUE","/2020/02/26/what-three-years-evaluating-discovery-grants-taught-me/","science","NSERC|Discovery Grant|Grants|Ecology|HQP|Canada",FALSE,0
"archive/generated-markdown/2020-04-30-rendering-your-readme-with-github-actions.md","2020/04/30/rendering-your-readme-with-github-actions/index.qmd","/2020/04/30/rendering-your-readme-with-github-actions/","Rendering your README with GitHub Actions","","2020-04-30 20:30:00","","","publish;TRUE","/2020/04/30/rendering-your-readme-with-github-actions/","R","GitHub|GitHub Actions|Continuous Integration|R package|workflow",FALSE,0
"archive/generated-markdown/2020-05-31-new-gratia-release.md","2020/05/31/new-gratia-release/index.qmd","/2020/05/31/new-gratia-release/","gratia 0.4.1 released","","2020-05-31 13:00:00","","","publish;TRUE","/2020/05/31/new-gratia-release/","R","GAM|gratia|R|package",TRUE,7
"archive/generated-markdown/2020-06-03-extrapolating-with-gams.md","2020/06/03/extrapolating-with-gams/index.qmd","/2020/06/03/extrapolating-with-gams/","Extrapolating with B splines and GAMs","","2020-06-03 19:00:00","","","publish;TRUE","/2020/06/03/extrapolating-with-gams/","R","GAM|splines|B splines|mgcv|extrapolation|penalty",TRUE,31
"archive/generated-markdown/2021-01-30-two-new-versions-of-gratia-on-cran.md","2021/01/30/two-new-versions-of-gratia-on-cran/index.qmd","/2021/01/30/two-new-versions-of-gratia-on-cran/","Two new versions of gratia released","","2021-01-30 21:00:00","","","publish;TRUE","/2021/01/30/two-new-versions-of-gratia-on-cran/","R","gratia|GAMs|CRAN|releases",TRUE,10
"archive/generated-markdown/2021-01-31-getting-data-from-canada-covid-19-tracker-using-r.md","2021/01/31/getting-data-from-canada-covid-19-tracker-using-r/index.qmd","/2021/01/31/getting-data-from-canada-covid-19-tracker-using-r/","Getting data from the Canada Covid-19 Tracker using R","","2021-01-31 16:49:00","","","publish;TRUE","/2021/01/31/getting-data-from-canada-covid-19-tracker-using-r/","R","Covid-19|API",TRUE,10
"archive/generated-markdown/2021-02-02-random-effects-in-gams.md","2021/02/02/random-effects-in-gams/index.qmd","/2021/02/02/random-effects-in-gams/","Using random effects in GAMs with mgcv","","2021-02-02 16:50:00","","","publish;TRUE","/2021/02/02/random-effects-in-gams/","R","GAM|mgcv|random effects|smooths|penalty|variance components",TRUE,28
"archive/generated-markdown/2024-03-28-gratia-0-9-0.md","2024/03/28/gratia-0-9-0/index.qmd","/2024/03/28/gratia-0-9-0/","gratia 0.9.0","","2024-03-28 10:00:00","","","publish;TRUE","/2024/03/28/gratia-0-9-0/","R","gratia|GAM|Generalized additive models|R package|R",TRUE,7
